solute,solvent,dominant_interaction,dominant_feature_group,abs_error
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.03210267693942601
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.03156054541739847
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.022615146376264536
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.035125790553916625
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.022537229997594443
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.022387894169803968
N#Cc1ccc2c(c1)OCO2,CC(=O)OC(C)C,MinPartialCharge,Solute,0.01730642240657798
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.008696737049928238
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.02030739648560201
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.04909191370302711
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.03907686277634416
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.043200531379524676
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.04831897426326412
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.03689707753779753
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.039614806038700934
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.03520300064857135
N#Cc1ccc2c(c1)OCO2,CCCOC(C)=O,MinPartialCharge,Solute,0.04288083703065709
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.09449579401841329
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.10792483742220643
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.10791391150630075
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.10159463978384362
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.09708714846185978
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.09130695734314331
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.06740958074241468
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.07670522778329569
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.09140479096292264
N#Cc1ccc2c(c1)OCO2,COCCO,abraham_B,Solute,0.09511807170766357
N#Cc1cccc([N+](=O)[O-])c1,CC(=O)O,MinPartialCharge,Solute,0.2806363287699686
N#Cc1cccc([N+](=O)[O-])c1,CC(=O)O,MinPartialCharge,Solute,0.24861862753257227
N#Cc1cccc([N+](=O)[O-])c1,CC(=O)O,MinPartialCharge,Solute,0.230174875439077
N#Cc1cccc([N+](=O)[O-])c1,CC(=O)O,MinPartialCharge,Solute,0.21952748964528013
N#Cc1cccc([N+](=O)[O-])c1,CC(=O)O,MinPartialCharge,Solute,0.22841955675120376
N#Cc1cccc([N+](=O)[O-])c1,CC(=O)O,MinPartialCharge,Solute,0.2413978956143678
N#Cc1cccnc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.27747415876318365
N#Cc1cccnc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.04625348488076786
N#Cc1cccnc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.025883343092769406
N#Cc1cccnc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.06492108505627259
N#Cc1ccncc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.2702524619406793
N#Cc1ccncc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.16146384732487232
N#Cc1ccncc1,ClC(Cl)(Cl)Cl,Halogen,Solute,0.007903706116483
N=C(N)C([N+](=O)[O-])=[N+]([O-])O,O=C1CCCCC1,NumHDonors,Solvent,0.23109025474748535
N=C(N)C([N+](=O)[O-])=[N+]([O-])O,O=C1CCCCC1,NumHDonors,Solvent,0.277074352516103
N=C(N)C([N+](=O)[O-])=[N+]([O-])O,O=C1CCCCC1,NumHDonors,Solvent,0.23775262637854255
N=C(N)C([N+](=O)[O-])=[N+]([O-])O,O=C1CCCCC1,NumHDonors,Solvent,0.08808027754756764
N=C(N)C([N+](=O)[O-])=[N+]([O-])O,O=C1CCCCC1,NumHDonors,Solvent,0.03076189263832463
N=C(N)N=C(N)NCCc1ccccc1,CN1CCCC1=O,TPSA,Solvent,0.24975702861055027
N=C(N)N=C(N)NCCc1ccccc1,CN1CCCC1=O,TPSA,Solvent,0.29999677054106577
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.04051763045094503
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.06718540986187993
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.07912900168360149
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.10287317072329916
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.10760162138459806
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.1039916771687528
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.11806266047306097
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.12251692003246273
N=C(N)N=C(N)S,CN1CCCC1=O,NumHDonors,Solvent,0.13044358673145595
NC(=O)C1CCCN1,CCCCCCC,TPSA,Solute,0.25893468280627796
NC(=O)c1ccc(N)cc1,CCCCOC(C)=O,MinPartialCharge,Thermo,0.291187522633819
NC(=O)c1ccc(N)cc1,CCCCOC(C)=O,MinPartialCharge,Thermo,0.27607794381685613
NC(=O)c1ccc(N)cc1,CCCCOC(C)=O,MinPartialCharge,Thermo,0.24437979557305445
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.0698811666466892
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.07533842696405979
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.08680004927827434
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.09715233424108172
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.11272425125543217
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.13293927174903375
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Solvent,0.1447064981673747
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Thermo,0.16197260491076138
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Thermo,0.18929435116460114
NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,MolLogP,Thermo,0.2618703384031609
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.10756659820509018
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.06564952272485436
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.08811743110669934
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.07421185431620159
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.04313034324199194
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.053458209597008755
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.029638391387905583
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.009615235584146675
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.006449222308039182
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.0029104615835069403
NC(=O)c1ccccc1N,CC(C)CCO,abraham_B,Solute,0.0032856884136205633
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.06296708518112248
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.05500978953915581
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.06005823746808947
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.05428539080981176
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.045573477901418524
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.09037995151537981
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.06164132794059507
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.0628414469793277
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.06994198743795765
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.08146666756861387
NC(=O)c1ccccc1N,CCCCCCCCO,NumRotatableBonds,Solute,0.09559838633814915
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.03828395969012588
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.002451360100239941
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.03338346359687283
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.0012086193128528766
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.008558572548099108
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.015656510580006833
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.00956582620976898
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.009448913517388191
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.004934161209343979
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.0026654310887223587
NC(=O)c1ccccc1N,CCCCCCO,abraham_B,Solute,0.007734210717559975
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.11079343739123515
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.15540876203678855
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.17896186403308612
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.21577586992206488
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.2502370512855484
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.27882281343350845
NC(=O)c1cccnc1,CCCCOC(C)=O,NumHDonors,Solute,0.27871056550190554
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.28978715108457576
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.27425429672710033
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.2628252547699924
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.23476648957248003
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.2430601964578366
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.23014940766072645
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.24611951035868695
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.24986024568799492
NC(CC(=O)O)C(=O)O,CN1CCCC1=O,TPSA,Solvent,0.2885511497174561
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Solvent,0.1512996763691532
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Solvent,0.16406229382965987
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Solvent,0.15192648633897354
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Solvent,0.14586684528728688
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Solvent,0.14693677046504616
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Thermo,0.15360444804867468
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Thermo,0.1672096062702575
NC(Cc1c[nH]cn1)C(=O)O,OCCO,MolLogP,Thermo,0.23750220070958972
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Solvent,0.26092882618783575
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Solvent,0.24310687051841207
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Solvent,0.176572823931457
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Solvent,0.1318666146250047
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Solvent,0.054833704675212314
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Solvent,0.04066455632723809
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Thermo,0.0023917451477890594
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Thermo,0.07988245021142015
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Thermo,0.1332141310198547
NC(Cc1ccc(O)cc1)C(=O)O,OCCO,MolLogP,Thermo,0.26703460715419025
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.28036712103136274
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.28797734234443917
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.2636624910923926
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.25691492718064723
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.2445773587614538
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.2290403302705294
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.22354110102828217
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.2164545454427259
NCCCC(=O)O,OCCCO,MolLogP,Solvent,0.21986185242747391
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.28349983344909035
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.2214461586576102
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.18025077840003512
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.15237490883328675
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.134854564617773
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.12349787367752663
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.12392441504175522
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.10362734045856747
NS(=O)(=O)Cc1noc2ccccc12,O=C1CCCCC1,NumHDonors,Solvent,0.0883051537424222
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Interact,0.2052194724761245
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Interact,0.15702869372666672
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Interact,0.1240790020044038
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Interact,0.09146681968146853
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Thermo,0.06867285876965523
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Thermo,0.05429962915052178
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Thermo,0.029148830185661723
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Thermo,0.00792086717772067
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CCC(C)O,abraham_B,Thermo,0.005048078812570633
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.12771687241976393
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.12277678582619966
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.12452113348044591
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.10636677625415603
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.10755370876122172
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.11229014715423413
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.0762830521410991
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.0675784006124811
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.061380340330838834
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.09514022038017111
NS(=O)(=O)c1ccccc1,CC(C)CCO,TPSA,Solute,0.05934051522689199
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.2557056370175359
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.23536779927600937
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.22018551216724908
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.22326485935202178
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.21492782900747448
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.25079442693987136
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.22761974835823878
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.23081887805276136
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.22786060808807454
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.21948527360168352
NS(=O)(=O)c1ccccc1,CCOC=O,MinPartialCharge,Solute,0.1941053103396883
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.21468271950235723
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.20401236279594911
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.18212194241200477
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.15750585968275788
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.12904319818969906
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.08648159080986306
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.07518882067604393
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.05299190642439677
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.04019288916808367
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.01753584106884809
NS(=O)(=O)c1ccccc1,O=C1CCCC1,TPSA,Solute,0.02847056875140297
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.2884376408492652
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.2815266845660705
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.2666162639616956
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.2456463326450792
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.2205844493860438
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.17276958819859295
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.16736815652725115
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.13820354078100172
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.12407376404093201
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.09289785244894583
NS(=O)(=O)c1ccccc1,O=C1CCCCC1,TPSA,Solute,0.0977529917976363
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1507633095740355
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.16356112888868013
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1451827206864602
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.15625364909993705
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1399029806695838
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.16761583726144197
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.14853681843651856
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.17327033355746463
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1544646676808038
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.17956453787900034
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.16254556776806434
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1935309481191152
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.17603617298543117
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1983944721119838
Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,NumHDonors,Solvent,0.1821127379329739
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.058155040874112135
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.0602716465388167
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.03567313698903299
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.0004921526673259402
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.027259160359194345
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.06435769432324773
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.09800722165490411
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.13004758224772933
Nc1cc([N+](=O)[O-])ccc1Cl,CN1CCCC1=O,NumHDonors,Solute,0.15879325264760236
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.21299178468648394
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.17669711927045662
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.14727069682195626
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.1200812254042617
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.0888662848582572
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.05697016904656449
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.03127544357151768
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.023390975521335733
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.026317744416835986
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CC(=O)N(C)C,NumHDonors,Solute,0.02488569868347701
Nc1ccc(Cl)cc1[N+](=O)[O-],CN1CCCC1=O,NumHDonors,Solute,0.27949337683326186
Nc1ccc(Cl)cc1[N+](=O)[O-],CN1CCCC1=O,NumHDonors,Solute,0.2589371716891539
Nc1ccc(Cl)cc1[N+](=O)[O-],CN1CCCC1=O,NumHDonors,Solute,0.25661917713706395
Nc1ccc(Cl)cc1[N+](=O)[O-],CN1CCCC1=O,NumHDonors,Solute,0.23153911239332914
Nc1ccc(Cl)cc1[N+](=O)[O-],CN1CCCC1=O,NumHDonors,Solute,0.22590010247369596
Nc1ccc(Cl)cc1[N+](=O)[O-],CN1CCCC1=O,NumHDonors,Solute,0.18686535118788833
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.10921506357344857
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.08879425935598229
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.05709697057763918
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.024004765954173113
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.009424191597753317
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.0331076554163412
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.0691613818150576
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.1304383368325127
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Solvent,0.1799991403454163
Nc1ccc(Cl)nn1,O=C1CCCCC1,NumHDonors,Thermo,0.22953528822567248
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.17334322516446093
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.18012740640568642
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.14461655637575233
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.15111149061295237
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.11180421097673038
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.12749761393438264
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.09040399062838364
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.10260287712181762
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.0662894606964202
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.08353772445702641
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.04738054860493662
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.052228563916480286
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.01727062221995103
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.009902324449952302
Nc1ccc(N)c([N+](=O)[O-])c1,CN1CCCC1=O,NumHDonors,Solvent,0.01725762944753874
Nc1ccc(O)c(C(=O)O)c1,ClC(Cl)(Cl)Cl,Halogen,Interact,0.28375994547694794
Nc1ccc(O)c(C(=O)O)c1,ClC(Cl)(Cl)Cl,Halogen,Interact,0.28516923898000957
Nc1ccc(O)c(C(=O)O)c1,ClC(Cl)(Cl)Cl,Halogen,Interact,0.23803492333701448
Nc1ccc(O)c(C(=O)O)c1,ClC(Cl)(Cl)Cl,Halogen,Thermo,0.2176317361976059
