SMILES,LogS
Cc1ccc([N+](=O)[O-])c(C)c1,-3.0555996074
O=[N+](O)OC1CCCCC1O[N+](=O)O,-2.35
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-3.49
Clc1cc(Cl)c(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,-8.55
O=c1cnc2cncnc2[nH]1,-2.12
Cc1ccc(N)cc1C,-1.5036
CC(=O)NC(CCC(=O)O)C(=O)O,-0.71
COC1=CC(=O)C2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C(C)C1,-4.4
CC[C@]12CC[C@@H]3c4ccc(OC)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-4.875700653
CC1=CCCC2(C)C(OC=O)C(C)CCC12C,-5.0311421132
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-6.2196
[Co],-5.1171460358
O=S1(=O)c2ccccc2-c2ccccc21,-4.57
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,-5.4994176265
CCC(C)[N+](=O)[O-],-0.62
O=c1[nH]ccc2ccccc12,-2.4842
CCC(C)c1cc(C(C)CC)c(O)c(C(C)CC)c1,-5.5497933448
CN[C@@H](C)[C@H](O)c1ccccc1,-0.4147
COc1ccccc1NC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(C)=O,-7.3063783536
CC(O)C(C)Cl,-0.2122
C[Si](C)(C)O[Si](C)(C)C,-4.909505216
CCN(CC)CN(CC)CC,-0.1995
Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.3209
C=CC(=O)OCCCCCCOC(=O)C=C,-2.8193366955
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,-3.3189
O=C1OCc2ccc(I)cc21,-3.2109
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,-3.3865
FC(Cl)Cl,-0.7383
NC(=O)NN=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-0.53
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.01
O=C(O)C1CCCCC1C(=O)O,-1.935
Cc1ccc(N)c(C)c1,-1.3352536727
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43
CC(C)C1OCCO1,-0.0651
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32
CCCCCCCCCCCC(=O)N(CCCC)CCCC,-7.016412076799999
CCCN1Cn2c(nc3ccccc3c2=O)C1C,-2.67
CCC(C(=O)O)C(CC)C(=O)O,-0.8608
CCC(=O)n1c(=O)[nH]cc(F)c1=O,-0.7
CCc1nc2[nH]c(=O)nc(N)c2nc1CC,-3.55
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,-4.22
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCC=NN2C(=O)C2CCC=NN2C1=O,-4.04
C=CC(O)CC,0.0193
CCCCCCCCCCCCS,-7.573831768200001
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,-1.8384616763
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,-3.88
Clc1cccc(Oc2cc(Cl)c(Cl)cc2Cl)c1,-7.27
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
CC(Cl)C(C)Cl,-2.3541
Clc1cc(Cl)c(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,-8.68
CC(C)OC(=O)C(F)(F)F,-1.336078753
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,-6.889187496900001
CCCCCCCC(OC)OC,-2.9180054187
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.2259
CCCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,-6.4131
c1cnc2ncncc2n1,0.02
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.29
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1,-1.67
Cc1cccc(I)c1O,-1.8378
CCOC(=S)SC(C)C(=O)O,-1.4489
O=c1cc(Br)c2ccccc2o1,-1.6533
C=C(C)C(=O)OCCCCCCCCCCCCOC(=O)C(=C)C,-7.484220297999999
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931
CCS(=O)(=O)CI,-0.9714
CN=C(N)N,-1.6135
CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,-1.945
O=C(O)CCCOc1ccc(Cl)cc1Cl,-3.57
NC(=NO)N1Cc2cccc3c2C(CCC3)C1,-1.35
CCC,-2.84
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,-4.7011861265
Cc1ccc(C(C)(C)C)cc1,-4.4720217682
CCOC(=O)C=Cc1ccccc1,-3.0
CCCCCCCCCCCC(=O)OC,-4.69
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,-3.32
CCC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-2.63
CC(C)(c1ccccc1)c1ccc(O[P@]2OCC3(CO[P@@](Oc4ccc(C(C)(C)c5ccccc5)cc4C(C)(C)c4ccccc4)OC3)CO2)c(C(C)(C)c2ccccc2)c1,-7.2319734263
O=C(O)CC1CCCCC1,-1.6935
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,-4.3409088982999995
Nc1ccc(F)cc1,-0.5272743845000001
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,-3.591642752
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCc1ccccc1)c64)C(=O)N(CCc1ccccc1)C5=O,-8.4761487948
CC(=O)Oc1ccccc1[N+](=O)[O-],-2.1855239105
CCCCC(CC)COC(=O)c1ccc(N)cc1,-5.0543936585
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,-4.2803415835
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,-3.408
CCCC=O,-0.1590074228
O=[N+]([O-])c1ccc(O)cc1,-0.94
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,-4.0445
NC(=O)CCl,-0.0166
ClC(Cl)C(Cl)C(Cl)Cl,-2.7223
CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C,-7.0864973463
COCCN(C(=O)CCl)c1c(C)cccc1C,-2.09
O=[N+]([O-])c1ccccc1Cl,-2.5639664909
Fc1cccc(Br)c1,-2.6656
Clc1ccccc1Br,-3.2030000000000003
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,-3.42
Cc1c(O)c(=O)ccn1-c1ccccc1,-2.03
C#CC(C)(O)CC(C)C,-1.0365979243
Cc1cc(=O)oc2c1cc(C)c1oc3c(c12)CCCC3,-5.09
Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21,-3.94
C/C=N/O,0.4958194622
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,-4.09
CC(c1cc2ccccc2s1)N(O)C(N)=O,-3.37
CC(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,-5.2179508887
Nc1ccccc1N,-0.4396098786999999
COc1cc(C(C)=O)ccc1O,-1.5216
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,-3.13
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,-5.6281
Cc1cc(C)c(C)c(O)c1,-2.2522030039
CCCCCCCCN(CCCCCCCC)CCCCCCCC,-6.8496
C=CCC=C,-2.0866
O=c1nc(-c2ccccc2)[nH]cc1Br,-3.4792
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.17
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,-4.086559757
CCCCCCCCCCCCN1CCCC1=O,-4.67
O=C(Nc1ccnc(=O)[nH]1)c1ccccc1,-5.1596802151
NC(=O)C(F)(F)F,-1.4850227408
N=C(NN)N[N+](=O)[O-],-1.6458
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,-5.1244
CC(C)CC1(C)OCC(CO)O1,-0.7059803773000001
CCCCCOC(=O)CC,-2.2505224040000003
CCCCBr,-2.1977641866999997
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-7.9823
O=C(O)c1ccccc1CO,-1.5508
CC(CCO)CCc1ccccc1,-2.6600258381
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,-3.6703
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,-7.0122
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,-5.19
ClC(Br)Br,-1.9
O=C1CCCCCCCCCN1,-1.8862
CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,-1.33
CCC(C(=O)O)C(C(=O)O)c1ccccc1,-2.3256
O=C(O)CCCCCc1ccccc1,-2.6026
N#CCN(CC#N)CC#N,-1.6475578342
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.89
COc1ccc2c(c1)Sc1ccc(Cl)cc1N2,-4.9787
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)N1CCCC1=O,-3.73
CCNc1nc(N)nc(Cl)n1,-2.4135
OCc1cccc(CO)c1,-0.2328
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53
Cc1cc(N=Nc2ccccc2C)ccc1N,-4.05
C=CC1CN2CCC1CC2C(=O)c1ccnc2ccccc12,-3.19
CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(C)c1,-7.472819969600001
CCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,-1.65
O=c1oc2ccc(Cl)cc2n1CO,-2.7
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,-1.1987753523
Cc1cccc(O)c1C,-1.4241960776
C=C(C)C1(O)[C@H]2OC(=O)[C@@H]1[C@]1(O)[C@H]3O[C@H]3[C@]3(CO3)[C@]1(C)[C@@H]2O,-1.42
Clc1ccc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,-8.01
C=C,-0.4
CCC1O[C@]2(CCC1C)C[C@@H]1C[C@@H](C/C=C(\C)CC(C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-4.8772
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,-7.5537924381
COC(=O)/C=C(\C)N,-0.8059235439
FC(F)(F)Br,-2.6677709688
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-2.8271
Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,-6.8395
Nc1cccc2cccc(N)c12,-2.3071228572
CC(C)(OO)c1ccccc1,-1.0393798776
CCCCCCCCCCCCCC(=O)OCC(O)CO,-7.397875398099999
Cc1ccc(Cl)c(Cl)c1,-3.7755457257
CCNC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,-1.83
CCOC(=O)OC1CCCCC1C(C)(C)C,-4.3211402828
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,-1.0003
CCCCCCCCOC(=O)CCCCCCC,-6.709998828
CCCC(CCC)C(=O)NCCCC(=O)O,-1.5
S=C=S,-1.5594220963
OCc1ccc(Cl)cc1,-1.7561
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62
CC(C)CN(C=O)CC(C)C,-1.082666634
CC(=O)N[C@H](CC(C)C)C(=O)O,-1.3301
O=C1Cc2cccc(F)c2N1,-2.2251369084
CCOc1ccc(N(CC)C(N)=O)cc1,-1.85
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1,-2.85
CCC(=O)Oc1ccc(NC(C)=O)cc1,-2.72
C=C(C)[C@H]1CC=C(C)C(=O)C1,-1.9026536597
OO,0.4683422926
C[C@@H](CCl)[N+](=O)[O-],-1.1887
Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,-1.18
O=C1c2ccccc2C(=O)N1SC1CCCCC1,-4.3237941723
Clc1cc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-10.55
OC1COC(Oc2ccccc2)C(O)C1O,-1.66
CN1c2ccccc2Sc2ccccc21,-5.5934
CSC(=O)c1cccc2nnsc12,-4.4363
CC(C)=NNC(=O)Nc1ccc([N+](=O)[O-])cc1,-3.5952
CCCCCCCCCCCCCCCO,-6.3476
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,-7.8218
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-3.040285322
CC(C)(C)Br,-2.3586
[Mn],-4.894774805
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98
CCCCC(C=O)CC,-2.2628407967
C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,-3.1959
Clc1cccc(-c2c(Cl)cc(Cl)cc2Cl)c1,-7.1547
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4002
CCCCS(=O)(=O)C(S(=O)(=O)CCCC)S(=O)(=O)CCCC,-2.97
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1,-3.55
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.0265
FC(F)OC(F)(F)C(F)Cl,-1.5162
CCCCCCCCCOC(=O)c1cccnc1,-3.0958
CCSS(=O)CC,-0.0993
O=C(O)COc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.41
O=C(C1CCCC1)N(O)C1CCCCC1,-3.16
CCS(=O)CSP(=S)(OC(C)C)OC(C)C,-2.3074
CCOC(=O)COc1ccc(Cl)cc1Cl,-3.3503
CCSc1nnc(C(C)(C)C)c(=O)n1N,-2.7353
NC1C(O)C(O)C(O)C(O)C1O,-1.41
CC=Cc1ccc(OC)cc1,-3.13
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,-3.82
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,-5.2926
CCOC(=O)C1CCC(C(=O)OCC)CC1,-2.2512731137
CC/C=C\CCO,-0.7858548038
Nc1ccc(C#Cc2ccc(N)cc2)cc1,-2.4326
CCC1(CC)CCC(=O)N(CO)C1=O,-3.96
O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O,-2.83
CC#CCCCC,-2.7695
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,-13.1719
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,-2.1243507639
O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1,-4.03
Cc1c[nH]c2ccccc12,-2.4206
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,-1.53
CC[C@@H]1C(=O)O[C@H]1C,-0.6665
CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,-6.4416841407000005
Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccc(CN2CCOCC2)cc1,-2.89
CCCOCCC,-1.3192
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42
Clc1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,-7.82
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,-6.8995
C=C(C)CC(C)(C)C,-4.688326948
CC(C)Br,-1.598518701
CCCN(CCC)c1c([N+](=O)[O-])cc(C)cc1[N+](=O)[O-],-2.9663
O=C(Cl)Cl,-1.1608458422
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1-c1ccccc1,-3.7164
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.79
Cc1c[nH]c(=S)[nH]c1=O,-2.4461
O=C(O)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1,-4.8282334666
CC(=O)N(C)N=O,-0.7684
Cn1c(=O)cc2c3c(c(Br)ccc31)C(=O)c1ccccc1-2,-6.6804453214
Cc1ccccc1C(C)C,-3.7606
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1,-2.1616093611
NC(=O)c1ccccc1,-0.953
CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,-4.18
O=C(O)c1cccc(Cl)c1Cl,-2.3316729189
CC(C)CC(c1ccc(O)cc1)c1ccc(O)cc1,-3.3674
O=C(O)COc1c(Cl)cccc1Cl,-2.15
Cc1nc(C(F)(F)F)c(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)s1,-5.5186
NS(=O)(=O)c1ccc(CCCCO)cc1,-1.1931
CCC1(CC)C(=O)N(c2ccccc2)N=C1OC(C)=O,-3.54
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-4.8580000000000005
CC(C)CCOCC(O)COCCC(C)C,-1.3662
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-6.5587
Cc1ccccc1OP(Oc1ccccc1C)Oc1ccccc1C,-7.779843060399999
CC(Cl)CCl,-1.6216647134
C=CC(=O)OCCC[Si](OC)(OC)OC,-4.6063887787
C/C=C/C(O)CC,-0.4198
C=C/C=C\C#N,-0.7221
CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.16
C=CC(C)(O)CC/C=C(\C)CC,-2.4091286640000003
Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)cc1,-7.77
O=C1CNC(=O)CN1,-0.8312
Nc1nc(N)c2nc[nH]c2n1,-1.8
O=C(O)c1ccc(O)cc1,-1.41
S=C=NCCc1ccccc1,-3.1714
O=C(NNC(=O)c1ccccc1)c1ccccc1,-1.5883
Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,-7.56
O=C(OCC(=O)N1CCCCC1)c1ccccc1,-2.5011
CCCCCCCCCCCCCCCCCCC(=O)O,-3.775990335
CC1c2nc3ccccc3c(=O)n2CN1Cc1ccccc1,-4.0
Cc1cc(Cl)c(Cc2cc(Cl)ccc2Cl)cc1Cl,-8.03
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,-4.9405
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,-6.6594
CNC(=O)Oc1ccc(C)c(C)c1,-2.49
Nc1nc(N)nc(NC2CC2)n1,-1.179
CCSC(=O)N(CC)CC,-1.6917
O=C(O)c1ccccc1F,-1.39
COc1cnc2cncnc2n1,-0.91
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08
CNC(=O)Oc1ccccc1C(C)C,-2.6841
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-4.9
CCCCC(CC)COC(=O)CC#N,-3.2864784846
CC(=O)OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,-5.028666922799999
CCCN(CCC)N=O,-1.0006
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@@]42O[C@]13O,-3.0163
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.148
Fc1ccccc1,-1.7924097659
FC(F)(F)C(F)(F)Cl,-3.411
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-4.7704
COC(=O)c1ccc(C(=O)OC)c(N=NC(C(C)=O)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c1,-6.3140693713
CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-1.1740000000000002
CCCC(CC)COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-7.098737149600001
O=c1nc[nH]c2nc(-c3ccccc3)c(-c3ccccc3)nc12,-3.1766
CCOCCC(=O)OCC,-0.4317085178
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.1490404299
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.101
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.77
COc1ccc(C(=O)Nc2ccccc2)cc1N/N=C1\C(=O)C(C(=O)Nc2cc(Cl)ccc2OC)=Cc2ccccc21,-8.1844134651
CCONC(=O)c1cn(C)c(=O)c(C)c1Nc1ccc(Br)cc1F,-3.82
C=CCCCC,-3.2261
O=C(O)c1c(Cl)cccc1N=Nc1ccc(O)cc1,-3.0
CC(C)OC(=O)[C@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.561
CC(C)c1ncc([N+](=O)[O-])n1C,-1.26
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.6478
CC(C)(C)c1cccc(O)c1,-1.8614
CCN(C(N)=O)c1ccccc1C,-0.2096
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)s1,-1.99
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.29
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,-4.0022
CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.2474
Cn1c(=O)ccc2ccccc21,-1.0466
CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1ccc(-c2ccc(N/N=C3/C(=O)N(c4ccccc4)N=C3C)c(Cl)c2)cc1Cl,-8.1416267302
O=C(O)c1ccc(P(=O)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1,-6.01
CNc1ccccc1C(=O)O,-2.8784
O=[N+]([O-])c1ccc(CO)cc1,-1.8841
O=C(Cc1ccccc1)OCc1ccccc1,-3.863274879700001
O=c1ncc2nccnc2[nH]1,-2.0
CCC(Br)C(=O)O,-0.3776
NNC(=O)c1cccnc1,-0.1372
Oc1ccc(-c2ccccc2)cc1,-3.4812
Oc1ccc(N=C=S)cc1,-2.67
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC,-7.770909422999999
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,-0.9811
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,-0.5004
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.7954
BrC(Br)C(Br)Br,-2.72
CCCCI,-2.9587
CCN(CCO)c1ccccc1,-1.9171
CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O,-2.2
Cc1cc(N(CCO)CCO)ccc1N=Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,-5.9592
O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccccc1-2,-7.1031
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,-2.76
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2C(=O)O)s1,-2.32
Cc1cccc2sc3nncn3c12,-2.0729
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.4535
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.1579
Cc1cccc(C)c1NC(=O)C[NH+]1CC[NH2+]CC1,0.4432827885
CCCC(=O)CCC,-1.48
CC(CC(C)O[N+](=O)O)O[N+](=O)O,-2.22
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-3.26
CC1CCCCC1=O,-0.94
CCNc1nc(OC)nc(N(CC)CC)n1,-2.9987
O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)c2ccc(N=C=O)cc2)cc1,-6.5650965952
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-3.6577
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-7.1447
CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1,-3.86
Nc1ccc2c(O)cccc2c1S(=O)(=O)O,-2.06
FC(Cl)(Cl)CCl,-3.04
Nc1c(Br)cc(Br)c(S(=O)(=O)O)c1Br,-0.4888
CCCCCCCCCCC(C)(C)C(=O)NO,-4.8
CC(C)=CCC[C@@H](C)CCO,-2.7067344575
Cc1cc(C)c(C)cc1C,-3.84
O=S(CCCl)CCCl,-1.1641
O=[Cd],-4.7863829333
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,-3.9208
O=c1[nH]c(=S)c2[nH]c(=O)[nH]c2[nH]1,-4.04
CNC(=O)O/N=C(\SC)C(=O)N(C)C,0.1062
COc1ccc(C)cc1,-2.3395421012999997
CC(C)CC(O)CC(C)C,-2.1590000000000003
[Be],-7.2558511787
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,0.1076
CCCC(C(C)=O)C(C)=O,-0.88
Clc1cc2c(cc1Cl)Oc1ccccc1O2,-7.23
O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,-2.1
CSc1nc(NC(C)C)nc(NC(C)C)n1,-3.8642
O=C(O)c1cccc(N=Nc2ccc(O)cc2)c1,-3.85
C=CC(C)C,-2.732
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,-6.81
CCOC(=O)c1ccc(O)c(OC)c1,-1.72
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,-7.2311
CCCCCCCCCCCCCCCCCC(=O)O,-4.98
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,-5.2795
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(I)cc1,-2.77
O=[N+](O)OCCCCCCCO[N+](=O)O,-3.4
CCCOC(=O)c1ccc(N)cc1,-2.452
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,-8.2405
