Feature_1,Category_1,Feature_2,Category_2,Correlation,Abs_Correlation
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_4,TOPOLOGICAL,0.9436623260966156,0.9436623260966156
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_31,TOPOLOGICAL,0.9436070603630924,0.9436070603630924
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.9435567569412043,0.9435567569412043
AUTOCORR2D_17,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9435473254222208,0.9435473254222208
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9434855706280387,0.9434855706280387
ExactMolWt,COMPOSITIONAL,Chi0,TOPOLOGICAL,0.9434529978426818,0.9434529978426818
mose_path4,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9434347795162599,0.9434347795162599
HeavyAtomCount,COMPOSITIONAL,Chi1n,TOPOLOGICAL,0.9433169966895165,0.9433169966895165
total_atoms,COMPOSITIONAL,Chi1n,TOPOLOGICAL,0.9433167943891193,0.9433167943891193
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_28,TOPOLOGICAL,0.943178539589433,0.943178539589433
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9429468287137617,0.9429468287137617
AUTOCORR2D_29,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9428276323688206,0.9428276323688206
AUTOCORR2D_11,TOPOLOGICAL,abraham_E,ENERGETIC,0.9427514545436716,0.9427514545436716
AUTOCORR2D_17,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9426579350706359,0.9426579350706359
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_20,TOPOLOGICAL,0.9426287935115657,0.9426287935115657
AUTOCORR2D_26,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9424522590559656,0.9424522590559656
AUTOCORR2D_29,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9423895596982395,0.9423895596982395
AUTOCORR2D_77,TOPOLOGICAL,AUTOCORR2D_85,TOPOLOGICAL,0.9423419590974736,0.9423419590974736
AUTOCORR2D_35,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9422965318161649,0.9422965318161649
Chi2v,TOPOLOGICAL,Chi4v,TOPOLOGICAL,0.9422160077435803,0.9422160077435803
AUTOCORR2D_90,TOPOLOGICAL,AUTOCORR2D_91,TOPOLOGICAL,0.9422022153291181,0.9422022153291181
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_5,TOPOLOGICAL,0.9421998727600314,0.9421998727600314
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_4,TOPOLOGICAL,0.9420546813169685,0.9420546813169685
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.942010363835566,0.942010363835566
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.9419902993749362,0.9419902993749362
MolWt,COMPOSITIONAL,Chi0,TOPOLOGICAL,0.9419826011513354,0.9419826011513354
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9418826341865804,0.9418826341865804
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_6,TOPOLOGICAL,0.9417520257657201,0.9417520257657201
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_29,TOPOLOGICAL,0.9417210045652579,0.9417210045652579
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9416203875937862,0.9416203875937862
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_4,TOPOLOGICAL,0.9411973101753093,0.9411973101753093
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_3,TOPOLOGICAL,0.9411846807873387,0.9411846807873387
AUTOCORR2D_12,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9411754833962046,0.9411754833962046
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_19,TOPOLOGICAL,0.9411577786301354,0.9411577786301354
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9410577383945041,0.9410577383945041
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_10,TOPOLOGICAL,0.9410517308051359,0.9410517308051359
total_atoms,COMPOSITIONAL,AUTOCORR2D_10,TOPOLOGICAL,0.9410515102461146,0.9410515102461146
AUTOCORR2D_19,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9410357950781851,0.9410357950781851
MolWt,COMPOSITIONAL,AUTOCORR2D_4,TOPOLOGICAL,0.9410326885815266,0.9410326885815266
AUTOCORR2D_9,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9408793697796284,0.9408793697796284
AUTOCORR2D_11,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.940824225578844,0.940824225578844
AUTOCORR2D_32,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.940804416217462,0.940804416217462
AUTOCORR2D_23,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9407757840707587,0.9407757840707587
AUTOCORR2D_10,TOPOLOGICAL,AUTOCORR2D_12,TOPOLOGICAL,0.9405105984111898,0.9405105984111898
AUTOCORR2D_33,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9404939849734438,0.9404939849734438
AUTOCORR2D_27,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9404823657727124,0.9404823657727124
AUTOCORR2D_33,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9404413781694347,0.9404413781694347
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_46,TOPOLOGICAL,0.9403444186124099,0.9403444186124099
AUTOCORR2D_33,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.940308065876693,0.940308065876693
Chi0v,TOPOLOGICAL,Chi2v,TOPOLOGICAL,0.940236075465062,0.940236075465062
AUTOCORR2D_16,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9401534776605371,0.9401534776605371
AUTOCORR2D_158,TOPOLOGICAL,AUTOCORR2D_166,TOPOLOGICAL,0.9401191908460463,0.9401191908460463
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_27,TOPOLOGICAL,0.9400582279885981,0.9400582279885981
total_atoms,COMPOSITIONAL,AUTOCORR2D_27,TOPOLOGICAL,0.9400580889758149,0.9400580889758149
AUTOCORR2D_23,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9398390888777431,0.9398390888777431
AUTOCORR2D_166,TOPOLOGICAL,AUTOCORR2D_182,TOPOLOGICAL,0.9398381622213339,0.9398381622213339
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9398344728866141,0.9398344728866141
AUTOCORR2D_18,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9397629577278329,0.9397629577278329
num_C,COMPOSITIONAL,Chi0n,TOPOLOGICAL,0.9395540042475617,0.9395540042475617
AUTOCORR2D_39,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9395512029491206,0.9395512029491206
AUTOCORR2D_13,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9395411429049952,0.9395411429049952
AUTOCORR2D_25,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9394754381803831,0.9394754381803831
AUTOCORR2D_41,TOPOLOGICAL,AUTOCORR2D_42,TOPOLOGICAL,0.9394184718478137,0.9394184718478137
AUTOCORR2D_19,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9393906535652786,0.9393906535652786
AUTOCORR2D_65,TOPOLOGICAL,AUTOCORR2D_66,TOPOLOGICAL,0.9392787041939615,0.9392787041939615
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_7,TOPOLOGICAL,0.9390023657345059,0.9390023657345059
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_46,TOPOLOGICAL,0.9389499798224903,0.9389499798224903
Chi0n,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9388791752995264,0.9388791752995264
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_34,TOPOLOGICAL,0.9387407090061942,0.9387407090061942
total_atoms,COMPOSITIONAL,AUTOCORR2D_34,TOPOLOGICAL,0.9387404961538512,0.9387404961538512
AUTOCORR2D_24,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9387197017870267,0.9387197017870267
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_24,TOPOLOGICAL,0.9386708862874159,0.9386708862874159
total_atoms,COMPOSITIONAL,AUTOCORR2D_24,TOPOLOGICAL,0.938670536382223,0.938670536382223
AUTOCORR2D_15,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.9384924306726562,0.9384924306726562
HeavyAtomMolWt,COMPOSITIONAL,Chi0v,TOPOLOGICAL,0.938377260667543,0.938377260667543
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_18,TOPOLOGICAL,0.9383672069262198,0.9383672069262198
total_atoms,COMPOSITIONAL,AUTOCORR2D_18,TOPOLOGICAL,0.9383669921163421,0.9383669921163421
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_20,TOPOLOGICAL,0.9379564802352046,0.9379564802352046
AUTOCORR2D_23,TOPOLOGICAL,AUTOCORR2D_63,TOPOLOGICAL,0.9378163290215129,0.9378163290215129
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_12,TOPOLOGICAL,0.9377968426015628,0.9377968426015628
ExactMolWt,COMPOSITIONAL,HeavyAtomCount,COMPOSITIONAL,0.937687086057655,0.937687086057655
total_atoms,COMPOSITIONAL,ExactMolWt,COMPOSITIONAL,0.9376868687453068,0.9376868687453068
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9376747501321397,0.9376747501321397
AUTOCORR2D_20,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9376684002377409,0.9376684002377409
num_C,COMPOSITIONAL,Chi2n,TOPOLOGICAL,0.9374985216358872,0.9374985216358872
AUTOCORR2D_69,TOPOLOGICAL,AUTOCORR2D_85,TOPOLOGICAL,0.9374496973445472,0.9374496973445472
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_18,TOPOLOGICAL,0.9374332522992253,0.9374332522992253
NumValenceElectrons,COMPOSITIONAL,Chi1v,TOPOLOGICAL,0.9373440826877059,0.9373440826877059
AUTOCORR2D_39,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9371106347573698,0.9371106347573698
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_11,TOPOLOGICAL,0.9370209189424197,0.9370209189424197
AUTOCORR2D_13,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9370080152288869,0.9370080152288869
AUTOCORR2D_14,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9369669485445754,0.9369669485445754
AUTOCORR2D_30,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.936818109485428,0.936818109485428
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_24,TOPOLOGICAL,0.9367891773852253,0.9367891773852253
AUTOCORR2D_18,TOPOLOGICAL,AUTOCORR2D_20,TOPOLOGICAL,0.936646414306304,0.936646414306304
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9366162950048755,0.9366162950048755
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_19,TOPOLOGICAL,0.9366025219730874,0.9366025219730874
AUTOCORR2D_34,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9366012825619788,0.9366012825619788
AUTOCORR2D_36,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9365231530026147,0.9365231530026147
AUTOCORR2D_27,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9364433082093839,0.9364433082093839
ExactMolWt,COMPOSITIONAL,NumValenceElectrons,COMPOSITIONAL,0.9364407124550949,0.9364407124550949
AUTOCORR2D_23,TOPOLOGICAL,AUTOCORR2D_79,TOPOLOGICAL,0.9364080234616724,0.9364080234616724
AUTOCORR2D_39,TOPOLOGICAL,AUTOCORR2D_63,TOPOLOGICAL,0.9363618476194708,0.9363618476194708
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9363491593010903,0.9363491593010903
AUTOCORR2D_12,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9362790902156753,0.9362790902156753
MolWt,COMPOSITIONAL,HeavyAtomCount,COMPOSITIONAL,0.9361944953924161,0.9361944953924161
total_atoms,COMPOSITIONAL,MolWt,COMPOSITIONAL,0.9361943168360822,0.9361943168360822
AUTOCORR2D_10,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9361749011732794,0.9361749011732794
Chi2n,TOPOLOGICAL,abraham_V,ENERGETIC,0.9360917630258857,0.9360917630258857
AUTOCORR2D_18,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9360813922920223,0.9360813922920223
AUTOCORR2D_59,TOPOLOGICAL,AUTOCORR2D_83,TOPOLOGICAL,0.9360801032497034,0.9360801032497034
AUTOCORR2D_10,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9360600181387342,0.9360600181387342
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.936056934123657,0.936056934123657
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_2,TOPOLOGICAL,0.9359427388665452,0.9359427388665452
AUTOCORR2D_58,TOPOLOGICAL,AUTOCORR2D_59,TOPOLOGICAL,0.9359333042801867,0.9359333042801867
AUTOCORR2D_69,TOPOLOGICAL,AUTOCORR2D_77,TOPOLOGICAL,0.9358978785930534,0.9358978785930534
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_46,TOPOLOGICAL,0.9357062147532252,0.9357062147532252
AUTOCORR2D_8,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9353568035797432,0.9353568035797432
AUTOCORR2D_26,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9353184796393065,0.9353184796393065
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_35,TOPOLOGICAL,0.9353181850188278,0.9353181850188278
AUTOCORR2D_11,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9352603577467262,0.9352603577467262
AUTOCORR2D_29,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9352525696506478,0.9352525696506478
AUTOCORR2D_20,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9352017765000034,0.9352017765000034
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9351376245228304,0.9351376245228304
AUTOCORR2D_150,TOPOLOGICAL,AUTOCORR2D_174,TOPOLOGICAL,0.9351199893148504,0.9351199893148504
AUTOCORR2D_28,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9350519761541369,0.9350519761541369
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_19,TOPOLOGICAL,0.9349746920053306,0.9349746920053306
AUTOCORR2D_12,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9348814260784036,0.9348814260784036
MolWt,COMPOSITIONAL,NumValenceElectrons,COMPOSITIONAL,0.9348117745233349,0.9348117745233349
AUTOCORR2D_26,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9348103865568347,0.9348103865568347
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9347754723721949,0.9347754723721949
ExactMolWt,COMPOSITIONAL,abraham_E,ENERGETIC,0.9347193226164371,0.9347193226164371
HeavyAtomCount,COMPOSITIONAL,Kappa1,TOPOLOGICAL,0.9346578664965598,0.9346578664965598
total_atoms,COMPOSITIONAL,Kappa1,TOPOLOGICAL,0.9346574132795659,0.9346574132795659
AUTOCORR2D_83,TOPOLOGICAL,AUTOCORR2D_84,TOPOLOGICAL,0.9346524452068881,0.9346524452068881
MolWt,COMPOSITIONAL,AUTOCORR2D_1,TOPOLOGICAL,0.934612580620253,0.934612580620253
AUTOCORR2D_20,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9346004151231593,0.9346004151231593
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_19,TOPOLOGICAL,0.9343629556594973,0.9343629556594973
AUTOCORR2D_38,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9342930172016858,0.9342930172016858
num_C,COMPOSITIONAL,Chi3n,TOPOLOGICAL,0.93424090600531,0.93424090600531
AUTOCORR2D_16,TOPOLOGICAL,abraham_E,ENERGETIC,0.9341545179683647,0.9341545179683647
AUTOCORR2D_50,TOPOLOGICAL,AUTOCORR2D_51,TOPOLOGICAL,0.9341284749596428,0.9341284749596428
AUTOCORR2D_47,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9339529702830769,0.9339529702830769
AUTOCORR2D_39,TOPOLOGICAL,AUTOCORR2D_79,TOPOLOGICAL,0.9339425150574082,0.9339425150574082
NumHDonors,COMPOSITIONAL,abraham_A,ENERGETIC,0.9339394313629386,0.9339394313629386
AUTOCORR2D_5,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9338706296175558,0.9338706296175558
MolWt,COMPOSITIONAL,abraham_E,ENERGETIC,0.9338268259508613,0.9338268259508613
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9337711230315249,0.9337711230315249
AUTOCORR2D_24,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9336714342530447,0.9336714342530447
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_1,TOPOLOGICAL,0.9336663242318402,0.9336663242318402
AUTOCORR2D_18,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9336160541206476,0.9336160541206476
Chi0,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9334815930496819,0.9334815930496819
total_atoms,COMPOSITIONAL,AUTOCORR2D_14,TOPOLOGICAL,0.9334765083605773,0.9334765083605773
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_14,TOPOLOGICAL,0.9334764762539456,0.9334764762539456
MolWt,COMPOSITIONAL,AUTOCORR2D_3,TOPOLOGICAL,0.9334568336860647,0.9334568336860647
AUTOCORR2D_47,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9333816956915377,0.9333816956915377
Chi1n,TOPOLOGICAL,Chi4n,TOPOLOGICAL,0.9332963751459628,0.9332963751459628
AUTOCORR2D_21,TOPOLOGICAL,AUTOCORR2D_30,TOPOLOGICAL,0.933292786329036,0.933292786329036
AUTOCORR2D_22,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9331274057017154,0.9331274057017154
AUTOCORR2D_42,TOPOLOGICAL,AUTOCORR2D_43,TOPOLOGICAL,0.9330828844154389,0.9330828844154389
AUTOCORR2D_80,TOPOLOGICAL,AUTOCORR2D_82,TOPOLOGICAL,0.9330752635155212,0.9330752635155212
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_3,TOPOLOGICAL,0.9330483369817979,0.9330483369817979
AUTOCORR2D_1,TOPOLOGICAL,AUTOCORR2D_3,TOPOLOGICAL,0.9329829071287872,0.9329829071287872
num_C,COMPOSITIONAL,abraham_E,ENERGETIC,0.9329806409017026,0.9329806409017026
AUTOCORR2D_20,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9329714088305379,0.9329714088305379
AUTOCORR2D_27,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9327954740460412,0.9327954740460412
Chi0v,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9326107004534577,0.9326107004534577
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9326004901716678,0.9326004901716678
total_atoms,COMPOSITIONAL,AUTOCORR2D_38,TOPOLOGICAL,0.9325781643290504,0.9325781643290504
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_38,TOPOLOGICAL,0.932578132253317,0.932578132253317
AUTOCORR2D_11,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.932568245297775,0.932568245297775
AUTOCORR2D_26,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9325247548721738,0.9325247548721738
AUTOCORR2D_20,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.9324809161964207,0.9324809161964207
AUTOCORR2D_35,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9323773201905219,0.9323773201905219
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_38,TOPOLOGICAL,0.9323521586854162,0.9323521586854162
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_14,TOPOLOGICAL,0.9323476406735683,0.9323476406735683
AUTOCORR2D_8,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9322132749775053,0.9322132749775053
AUTOCORR2D_18,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9321851257352424,0.9321851257352424
mose_path3,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9319017408487027,0.9319017408487027
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_22,TOPOLOGICAL,0.9318885786005651,0.9318885786005651
AUTOCORR2D_34,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9318509373175521,0.9318509373175521
total_atoms,COMPOSITIONAL,AUTOCORR2D_22,TOPOLOGICAL,0.9318448144994059,0.9318448144994059
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_22,TOPOLOGICAL,0.9318447824488959,0.9318447824488959
Chi1v,TOPOLOGICAL,Chi4v,TOPOLOGICAL,0.9317717877253141,0.9317717877253141
AUTOCORR2D_67,TOPOLOGICAL,AUTOCORR2D_68,TOPOLOGICAL,0.9317713336310811,0.9317713336310811
AUTOCORR2D_9,TOPOLOGICAL,abraham_E,ENERGETIC,0.9317170126393766,0.9317170126393766
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9316781276205413,0.9316781276205413
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9315925541600713,0.9315925541600713
NumValenceElectrons,COMPOSITIONAL,mose_path3,TOPOLOGICAL,0.9315268126246553,0.9315268126246553
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.9313935083597834,0.9313935083597834
AUTOCORR2D_38,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9312885219989556,0.9312885219989556
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_17,TOPOLOGICAL,0.9311944346641626,0.9311944346641626
AUTOCORR2D_34,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9311659222338525,0.9311659222338525
AUTOCORR2D_22,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9311547845124599,0.9311547845124599
AUTOCORR2D_166,TOPOLOGICAL,AUTOCORR2D_174,TOPOLOGICAL,0.9310475048611556,0.9310475048611556
AUTOCORR2D_104,TOPOLOGICAL,AUTOCORR2D_128,TOPOLOGICAL,0.9307133813341935,0.9307133813341935
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_11,TOPOLOGICAL,0.930531792662266,0.930531792662266
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_24,TOPOLOGICAL,0.9304380784397767,0.9304380784397767
AUTOCORR2D_11,TOPOLOGICAL,AUTOCORR2D_13,TOPOLOGICAL,0.9304192810213348,0.9304192810213348
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9304190715801979,0.9304190715801979
AUTOCORR2D_30,TOPOLOGICAL,abraham_E,ENERGETIC,0.9302843446963899,0.9302843446963899
AUTOCORR2D_48,TOPOLOGICAL,AUTOCORR2D_50,TOPOLOGICAL,0.9302648971209749,0.9302648971209749
AUTOCORR2D_30,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.93025988670468,0.93025988670468
AUTOCORR2D_26,TOPOLOGICAL,abraham_E,ENERGETIC,0.9302089845059444,0.9302089845059444
AUTOCORR2D_9,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9300558926921974,0.9300558926921974
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9300353869564747,0.9300353869564747
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_19,TOPOLOGICAL,0.9299421471885507,0.9299421471885507
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_79,TOPOLOGICAL,0.9297873177335513,0.9297873177335513
AUTOCORR2D_14,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9296627718598748,0.9296627718598748
AUTOCORR2D_18,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9296439436007145,0.9296439436007145
total_atoms,COMPOSITIONAL,AUTOCORR2D_5,TOPOLOGICAL,0.9294936111402778,0.9294936111402778
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_5,TOPOLOGICAL,0.9294935791706367,0.9294935791706367
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9294871932481878,0.9294871932481878
AUTOCORR2D_10,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9294395885430479,0.9294395885430479
ExactMolWt,COMPOSITIONAL,Chi1,TOPOLOGICAL,0.9290091378596225,0.9290091378596225
Chi0n,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9288116493779124,0.9288116493779124
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_16,TOPOLOGICAL,0.9287816901068994,0.9287816901068994
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_17,TOPOLOGICAL,0.9287782123500242,0.9287782123500242
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9287685426408062,0.9287685426408062
AUTOCORR2D_19,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9287000799851797,0.9287000799851797
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9286664267843723,0.9286664267843723
AUTOCORR2D_86,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9285251926035353,0.9285251926035353
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.9283436620063775,0.9283436620063775
AUTOCORR2D_55,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9281216631495415,0.9281216631495415
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_8,TOPOLOGICAL,0.9280974313272432,0.9280974313272432
AUTOCORR2D_32,TOPOLOGICAL,abraham_E,ENERGETIC,0.9280956378323045,0.9280956378323045
AUTOCORR2D_174,TOPOLOGICAL,AUTOCORR2D_182,TOPOLOGICAL,0.927970216045252,0.927970216045252
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.927943006059525,0.927943006059525
AUTOCORR2D_61,TOPOLOGICAL,AUTOCORR2D_69,TOPOLOGICAL,0.9277643694249941,0.9277643694249941
AUTOCORR2D_25,TOPOLOGICAL,abraham_E,ENERGETIC,0.9276437062291545,0.9276437062291545
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9276151095141633,0.9276151095141633
AUTOCORR2D_25,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9274755898309625,0.9274755898309625
MolWt,COMPOSITIONAL,Chi1,TOPOLOGICAL,0.9274637291427884,0.9274637291427884
